title,date,comment_count,overall_reaction,class,upvote,medium,downvote,score,url
[Live] 0528樂活防疫新竹行(第2場16:00),Thu May 28 15:45:04 2020,288,good,衛生,0.5277777777777778,0.4722222222222222,0.0,52.77777777777778,https://www.ptt.cc/bbs/nCoV2019/M.1590651906.A.C5F.html
[新聞] 敦睦艦隊疫調 台中3確診去過新竹苗栗,Sun Apr 19 19:30:39 2020,218,medium,衛生,0.3944954128440367,0.6055045871559633,0.0,39.44954128440367,https://www.ptt.cc/bbs/nCoV2019/M.1587295841.A.F29.html
[新聞] 謠傳新竹市府停班假消息 檢警逮禍首,Sat Mar 21 13:59:31 2020,30,good,衛生,0.5666666666666667,0.43333333333333335,0.0,56.666666666666664,https://www.ptt.cc/bbs/nCoV2019/M.1584770373.A.7FF.html
[新聞] 新竹漁港直銷中心 口罩配售攤商,Wed Mar 18 13:09:15 2020,50,medium,衛生,0.36,0.62,0.02,34.0,https://www.ptt.cc/bbs/nCoV2019/M.1584508158.A.D5D.html
[新聞] 新竹失蹤居家檢疫男林東京 遭罰天價100萬,Tue Mar  3 15:01:21 2020,133,good,衛生,0.556390977443609,0.41353383458646614,0.03007518796992481,52.63157894736842,https://www.ptt.cc/bbs/nCoV2019/M.1583218884.A.1EA.html
